ptp4l[555597.481]: selected /dev/ptp0 as PTP clock
ptp4l[555597.487]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[555597.490]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[555597.493]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[555597.537]: timeguard: registered, proxy_id=0x8a8f24203eb0dd10

ptp4l[555597.539]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[555604.581]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[555604.786]: selected local clock 000000.fffe.049f06 as best master
ptp4l[555604.788]: TEE: InvokeCommand returned 0x0

ptp4l[555604.790]: TEE: InvokeCommand returned 0x0

ptp4l[555604.791]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[555608.595]: selected best master clock 641c10.fffe.f12579
ptp4l[555608.597]: TEE: InvokeCommand returned 0x0

ptp4l[555608.598]: TEE: InvokeCommand returned 0x0

ptp4l[555608.599]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[555608.601]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[555846.621]: master offset     771884 s2 freq +3531930 path delay     99425
ptp4l[555847.620]: master offset     -51005 s2 freq +2940606 path delay    356726
ptp4l[555848.619]: master offset   -3117667 s2 freq -141357 path delay    361075
ptp4l[555849.617]: master offset    -939196 s2 freq +1101814 path delay    361075
ptp4l[555850.618]: master offset       4213 s2 freq +1763464 path delay    239832
ptp4l[555851.619]: master offset    2568685 s2 freq +4329200 path delay   -186511
ptp4l[555852.622]: master offset   -1919066 s2 freq +612054 path delay   -224533
ptp4l[555853.619]: master offset    1355507 s2 freq +3310908 path delay   -224533
ptp4l[555854.620]: master offset    -475123 s2 freq +1886930 path delay    167554
ptp4l[555855.620]: master offset   -2461535 s2 freq -242019 path delay    167554
ptp4l[555856.618]: master offset    4300752 s2 freq +5781807 path delay   -224533
ptp4l[555857.623]: master offset   -1686754 s2 freq +1084527 path delay   -224533
ptp4l[555858.620]: master offset    1455183 s2 freq +3720438 path delay   -572370
ptp4l[555859.623]: master offset   -2317478 s2 freq +384332 path delay   -572370
ptp4l[555860.618]: master offset   -5756687 s2 freq -3750121 path delay   -572370
ptp4l[555861.614]: master offset    6208851 s2 freq +6488411 path delay   -572370
ptp4l[555862.624]: master offset    -373662 s2 freq +1768553 path delay   -572370
ptp4l[555863.622]: master offset    1693636 s2 freq +3723753 path delay   -702678
ptp4l[555864.622]: master offset   -4010620 s2 freq -1472412 path delay   -362635
ptp4l[555865.618]: master offset   -2641392 s2 freq -1306370 path delay   -362635
ptp4l[555866.617]: master offset    6507330 s2 freq +7049934 path delay   -727901
ptp4l[555867.626]: master offset    -864059 s2 freq +1630744 path delay   -727901
ptp4l[555868.623]: master offset    1079733 s2 freq +3315318 path delay   -633374
ptp4l[555869.618]: master offset   -2366917 s2 freq +192588 path delay   -633374
ptp4l[555870.619]: master offset    1711579 s2 freq +3561009 path delay   -995660
ptp4l[555871.624]: master offset   -1918023 s2 freq +444881 path delay   -995660
ptp4l[555872.619]: master offset    -467350 s2 freq +1320147 path delay   -912382
ptp4l[555873.620]: master offset   -2151222 s2 freq -503930 path delay   -633374
ptp4l[555874.620]: master offset     257469 s2 freq +1259394 path delay   -633374
ptp4l[555875.622]: master offset     950078 s2 freq +2029244 path delay   -656095
ptp4l[555876.624]: master offset     952165 s2 freq +2316354 path delay   -782921
ptp4l[555877.624]: master offset    2514923 s2 freq +4164762 path delay   -782921
ptp4l[555878.627]: master offset       1513 s2 freq +2405829 path delay   -503913
ptp4l[555879.626]: master offset   -5202835 s2 freq -2798065 path delay   -503913
ptp4l[555880.618]: master offset    1498422 s2 freq +2342341 path delay   -503913
ptp4l[555881.623]: master offset    -903209 s2 freq +390237 path delay   -503913
ptp4l[555882.623]: master offset     883434 s2 freq +1905917 path delay   -777732
ptp4l[555883.626]: master offset    3129860 s2 freq +4417373 path delay   -397651
ptp4l[555884.623]: master offset     579430 s2 freq +2805901 path delay    -65185
ptp4l[555885.624]: master offset   -2348931 s2 freq  +51369 path delay    -65185
ptp4l[555886.622]: master offset    -170781 s2 freq +1524840 path delay   -397651
ptp4l[555887.623]: master offset    2486130 s2 freq +4130517 path delay   -463369
ptp4l[555888.626]: master offset   -1742582 s2 freq +647644 path delay   -463369
ptp4l[555889.624]: master offset    1501399 s2 freq +3368850 path delay   -463369
ptp4l[555890.626]: master offset   -1937533 s2 freq +380338 path delay   -463369
ptp4l[555891.623]: master offset    1642265 s2 freq +3378876 path delay   -529336
ptp4l[555892.625]: master offset     112469 s2 freq +2341759 path delay   -529336
ptp4l[555893.624]: master offset   -2336032 s2 freq  -73001 path delay   -529336
ptp4l[555894.622]: master offset    1925262 s2 freq +3487483 path delay   -818111
ptp4l[555895.621]: master offset     563374 s2 freq +2703174 path delay   -529336
ptp4l[555896.627]: master offset   -2238357 s2 freq  +70455 path delay   -529336
