ptp4l[16222.120]: selected /dev/ptp0 as PTP clock
ptp4l[16222.127]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[16222.131]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[16222.133]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[16222.135]: timeguard: registered, proxy_id=0xa78d389efd35320f

ptp4l[16222.136]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[16228.402]: selected local clock 000000.fffe.049f06 as best master
ptp4l[16228.403]: TEE: InvokeCommand returned 0x0

ptp4l[16228.405]: TEE: InvokeCommand returned 0x0

ptp4l[16228.406]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[16229.432]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[16233.447]: selected best master clock 641c10.fffe.f12579
ptp4l[16233.449]: TEE: InvokeCommand returned 0x0

ptp4l[16233.451]: TEE: InvokeCommand returned 0x0

ptp4l[16233.452]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[16233.454]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[16425.463]: master offset     542402 s2 freq +1972927 path delay   -869117
ptp4l[16426.462]: master offset     483540 s2 freq +2076785 path delay   -869117
ptp4l[16427.461]: master offset    2148853 s2 freq +3887160 path delay   -698040
ptp4l[16428.461]: master offset   -1980648 s2 freq +402315 path delay   -543583
ptp4l[16429.460]: master offset    1654159 s2 freq +3442928 path delay   -689435
ptp4l[16430.460]: master offset     123631 s2 freq +2408648 path delay   -689435
ptp4l[16431.460]: master offset    -821862 s2 freq +1500244 path delay   -283601
ptp4l[16432.461]: master offset   -2416175 s2 freq -340628 path delay   -283601
ptp4l[16433.460]: master offset    1975573 s2 freq +3326268 path delay   -429453
ptp4l[16434.461]: master offset   -1457385 s2 freq +485982 path delay   -429453
ptp4l[16435.463]: master offset     353790 s2 freq +1859941 path delay   -829863
ptp4l[16436.463]: master offset     820632 s2 freq +2432920 path delay   -829863
ptp4l[16437.463]: master offset     341498 s2 freq +2199976 path delay   -878428
ptp4l[16438.463]: master offset      54423 s2 freq +2015350 path delay   -906304
ptp4l[16439.463]: master offset    1927623 s2 freq +3904877 path delay   -878428
ptp4l[16440.464]: master offset   -2145051 s2 freq +410490 path delay   -779508
ptp4l[16441.461]: master offset   -3258899 s2 freq -1346873 path delay   -537625
ptp4l[16442.460]: master offset       4658 s2 freq +939014 path delay   -537625
ptp4l[16443.463]: master offset    1001344 s2 freq +1937097 path delay   -537625
ptp4l[16444.465]: master offset    2870771 s2 freq +4106928 path delay   -433124
ptp4l[16445.468]: master offset   -1574631 s2 freq +522757 path delay   -219093
ptp4l[16446.463]: master offset   -4656966 s2 freq -3031967 path delay   -219093
ptp4l[16447.460]: master offset    2693453 s2 freq +2921362 path delay   -629032
ptp4l[16448.462]: master offset    -318816 s2 freq +717129 path delay   -629032
