ptp4l[617609.972]: selected /dev/ptp0 as PTP clock
ptp4l[617609.984]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[617609.987]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[617609.991]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[617610.036]: timeguard: registered, proxy_id=0xb7773cd9fca89d04

ptp4l[617610.038]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[617616.677]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[617616.741]: selected local clock 000000.fffe.049f06 as best master
ptp4l[617616.742]: TEE: InvokeCommand returned 0x0

ptp4l[617616.744]: TEE: InvokeCommand returned 0x0

ptp4l[617616.744]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[617620.519]: selected best master clock 641c10.fffe.f12579
ptp4l[617620.519]: TEE: InvokeCommand returned 0x0

ptp4l[617620.520]: TEE: InvokeCommand returned 0x0

ptp4l[617620.521]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[617620.521]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[617814.977]: master offset    5031365 s2 freq +230122 path delay    -20021
ptp4l[617815.999]: master offset  -17530958 s2 freq -20822791 path delay    146408
ptp4l[617816.984]: master offset  -69306120 s2 freq -32767999 path delay    368893
ptp4l[617817.931]: master offset -108125860 s2 freq -32767999 path delay    320238
ptp4l[617818.883]: master offset  -67189940 s2 freq -32767999 path delay    320238
ptp4l[617819.912]: master offset  -72186722 s2 freq -32767999 path delay    320238
ptp4l[617820.923]: master offset  -63497487 s2 freq -32767999 path delay    320238
ptp4l[617821.937]: master offset  -22550198 s2 freq -31101319 path delay    320238
ptp4l[617822.987]: master offset   20155652 s2 freq +4839472 path delay  -1367039
ptp4l[617824.039]: master offset   17403958 s2 freq +8134474 path delay  -4956555
ptp4l[617825.038]: master offset   -1261300 s2 freq -5309597 path delay  -4956555
ptp4l[617826.011]: master offset    -830147 s2 freq -5256834 path delay  -4956555
ptp4l[617826.996]: master offset  -44463677 s2 freq -32767999 path delay  -2822274
ptp4l[617827.949]: master offset  -98390314 s2 freq -32767999 path delay   -312722
ptp4l[617828.895]: master offset  -57434285 s2 freq -32767999 path delay   -312722
ptp4l[617829.921]: master offset  -43588622 s2 freq -32767999 path delay   -312722
ptp4l[617830.949]: master offset  -24797480 s2 freq -29473211 path delay   -312722
ptp4l[617831.976]: master offset  -46465493 s2 freq -32767999 path delay   -312722
ptp4l[617832.966]: master offset   -5540817 s2 freq -17655792 path delay   -312722
ptp4l[617834.005]: master offset  -27717288 s2 freq -32767999 path delay   -312722
ptp4l[617834.987]: master offset   21949016 s2 freq +8171796 path delay  -3867717
ptp4l[617836.021]: master offset   13930516 s2 freq +6738001 path delay  -3867717
ptp4l[617837.012]: master offset  -13209207 s2 freq -16222568 path delay  -3867717
ptp4l[617837.992]: master offset    4269573 s2 freq -2706550 path delay  -3867717
ptp4l[617839.001]: master offset  -10838241 s2 freq -16533492 path delay  -5546069
ptp4l[617839.988]: master offset   -1679626 s2 freq -10626349 path delay  -5546069
ptp4l[617840.991]: master offset  -42207121 s2 freq -32767999 path delay  -4603210
ptp4l[617841.947]: master offset  -98570544 s2 freq -32767999 path delay  -2924858
ptp4l[617842.893]: master offset -100224019 s2 freq -32767999 path delay  -4603210
ptp4l[617843.878]: master offset  -61721521 s2 freq -32767999 path delay  -2188629
ptp4l[617844.922]: master offset  -66978963 s2 freq -32767999 path delay  -2188629
ptp4l[617845.935]: master offset  -36583235 s2 freq -32767999 path delay  -4603210
ptp4l[617846.965]: master offset    4362589 s2 freq -5088022 path delay  -4603210
ptp4l[617848.017]: master offset  -18879421 s2 freq -27021255 path delay  -3276635
ptp4l[617849.005]: master offset   11711708 s2 freq -2093953 path delay  -3276635
ptp4l[617850.026]: master offset   30322023 s2 freq +20029875 path delay  -4140712
ptp4l[617851.044]: master offset    -536641 s2 freq -1732182 path delay  -4140712
ptp4l[617852.001]: master offset   -9169989 s2 freq -10526523 path delay  -4140712
ptp4l[617852.986]: master offset  -54540819 s2 freq -32767999 path delay  -2065555
ptp4l[617853.943]: master offset   -2242162 s2 freq -6349692 path delay  -4140712
ptp4l[617854.976]: master offset    3917438 s2 freq -862741 path delay  -4140712
ptp4l[617856.001]: master offset  -11151426 s2 freq -14756373 path delay  -2241830
ptp4l[617856.994]: master offset  -63534391 s2 freq -32767999 path delay  -1377754
ptp4l[617857.944]: master offset -110250511 s2 freq -32767999 path delay  -1134687
ptp4l[617858.887]: master offset  -93671532 s2 freq -32767999 path delay  -1134687
ptp4l[617859.880]: master offset  -77624895 s2 freq -32767999 path delay  -1310962
ptp4l[617860.912]: master offset  -36302309 s2 freq -32767999 path delay  -1310962
