ptp4l[620027.093]: selected /dev/ptp0 as PTP clock
ptp4l[620027.100]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[620027.103]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[620027.107]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[620027.153]: timeguard: registered, proxy_id=0xb602f62673d68916

ptp4l[620027.155]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[620034.109]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[620034.212]: selected local clock 000000.fffe.049f06 as best master
ptp4l[620034.213]: TEE: InvokeCommand returned 0x0

ptp4l[620034.215]: TEE: InvokeCommand returned 0x0

ptp4l[620034.215]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[620037.954]: selected best master clock 641c10.fffe.f12579
ptp4l[620037.954]: TEE: InvokeCommand returned 0x0

ptp4l[620037.955]: TEE: InvokeCommand returned 0x0

ptp4l[620037.955]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[620037.956]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[620283.449]: master offset    3465050 s2 freq -622234 path delay      -592
ptp4l[620284.442]: master offset  -40780837 s2 freq -32767999 path delay      -592
ptp4l[620285.424]: master offset     162408 s2 freq -2885361 path delay      -592
ptp4l[620286.437]: master offset   13150146 s2 freq +10151099 path delay     -9456
ptp4l[620287.457]: master offset   -7110030 s2 freq -6164033 path delay     -9456
ptp4l[620288.453]: master offset  -23164558 s2 freq -24351570 path delay   -196458
ptp4l[620289.438]: master offset   -8770495 s2 freq -16906874 path delay   -196458
ptp4l[620290.434]: master offset    2651311 s2 freq -8116217 path delay   -684064
ptp4l[620291.451]: master offset    -867378 s2 freq -10839512 path delay  -1208397
ptp4l[620292.458]: master offset    -149234 s2 freq -10381582 path delay  -1963568
ptp4l[620293.454]: master offset    9797471 s2 freq -479647 path delay  -1963568
ptp4l[620294.456]: master offset   -8668616 s2 freq -16006493 path delay  -1963568
ptp4l[620295.452]: master offset    6917376 s2 freq -3021086 path delay  -1963568
ptp4l[620296.452]: master offset    2881292 s2 freq -4981957 path delay  -1963568
ptp4l[620297.458]: master offset    7348255 s2 freq +349394 path delay  -1875535
ptp4l[620298.456]: master offset    6825892 s2 freq +2031507 path delay  -1875535
ptp4l[620299.453]: master offset    2151843 s2 freq -594774 path delay   -439490
ptp4l[620300.451]: master offset  -13245393 s2 freq -15346457 path delay    -99717
ptp4l[620301.446]: master offset   -4611850 s2 freq -10686532 path delay   -186984
ptp4l[620302.447]: master offset    6262376 s2 freq -1195861 path delay   -186984
ptp4l[620303.453]: master offset    7345472 s2 freq +1765948 path delay   -222229
ptp4l[620304.459]: master offset    9497587 s2 freq +6121704 path delay   -222229
ptp4l[620305.461]: master offset    2903726 s2 freq +2377119 path delay    -35516
ptp4l[620306.456]: master offset   -4117391 s2 freq -3772880 path delay    303389
